artifact_path,family,artifact_type,purpose,known_route,working_tree_state
scripts/codemods/homepage-dialect.mjs,codemods,codemod,Apply homepage dialect codemod,ops codemod:homepage-dialect,present
scripts/generate-svg/.gitkeep,generate-svg,support,Directory retention placeholder,,present
scripts/generate-svg/pipelineCore.ts,generate-svg,helper,SVG pipeline implementation,path stable import,present
scripts/generate-svg/svgo.config.cjs,generate-svg,config,SVGO optimizer configuration,,present
scripts/generate-svg/_fixtures/.gitkeep,generate-svg,support,Fixture directory placeholder,,present
scripts/generate-svg/_fixtures/chaise.json,generate-svg,fixture,Live SVG smoke input,ops p0:svg,present
scripts/generate-svg/_fixtures/linear-desk-param.json,generate-svg,fixture,Live SVG smoke input,ops p0:svg,present
scripts/generate-svg/_fixtures/missing-geometry.json,generate-svg,fixture,Live SVG smoke input,ops p0:svg,present
scripts/generate-svg/_fixtures/sectional.json,generate-svg,fixture,Live SVG smoke input,ops p0:svg,present
scripts/generate-svg/_fixtures/side-table.json,generate-svg,fixture,Live SVG smoke input,ops p0:svg,present
scripts/kiro-repo-guidance-setup/contracts.ts,kiro-repo-guidance-setup,module,Guidance contracts,,missing
scripts/kiro-repo-guidance-setup/coverage.ts,kiro-repo-guidance-setup,module,Guidance coverage definitions,,missing
scripts/kiro-repo-guidance-setup/compatibility.ts,kiro-repo-guidance-setup,module,Guidance compatibility rules,,missing
scripts/kiro-repo-guidance-setup/contract-freeze.ts,kiro-repo-guidance-setup,module,Guidance contract freeze rules,,missing
scripts/kiro-repo-guidance-setup/contracts.ts,kiro-repo-guidance-setup,module,Guidance contracts,,missinging
scripts/kiro-repo-guidance-setup/integration-gate.ts,kiro-repo-guidance-setup,module,Guidance integration gate rules,,missing
scripts/kiro-repo-guidance-setup/inventory.ts,kiro-repo-guidance-setup,module,Guidance inventory definitions,,missing
scripts/kiro-repo-guidance-setup/owner-decisions.ts,kiro-repo-guidance-setup,module,Guidance owner decision rules,,missing
scripts/kiro-repo-guidance-setup/ownership.ts,kiro-repo-guidance-setup,module,Guidance ownership definitions,,missing
scripts/kiro-repo-guidance-setup/pipeline.ts,kiro-repo-guidance-setup,module,Guidance pipeline definitions,,missing
scripts/kiro-repo-guidance-setup/policy.ts,kiro-repo-guidance-setup,module,Guidance policy definitions,,missing
scripts/kiro-repo-guidance-setup/provenance.ts,kiro-repo-guidance-setup,module,Guidance provenance definitions,,missing
scripts/kiro-repo-guidance-setup/reservations.ts,kiro-repo-guidance-setup,module,Guidance reservation rules,,missing
scripts/kiro-repo-guidance-setup/reviewers.ts,kiro-repo-guidance-setup,module,Guidance reviewer definitions,,missing
scripts/kiro-repo-guidance-setup/rollback.ts,kiro-repo-guidance-setup,module,Guidance rollback rules,,missing
scripts/kiro-repo-guidance-setup/scope.ts,kiro-repo-guidance-setup,module,Guidance scope definitions,,missing
scripts/kiro-repo-guidance-setup/skills.ts,kiro-repo-guidance-setup,module,Guidance skill definitions,,missing
scripts/kiro-repo-guidance-setup/validation.ts,kiro-repo-guidance-setup,module,Guidance validation rules,,missing
scripts/kiro-repo-guidance-setup/wave-guard.ts,kiro-repo-guidance-setup,module,Guidance wave guard rules,,missing
scripts/kiro-repo-guidance-setup/wave-manifest.ts,kiro-repo-guidance-setup,module,Guidance wave manifest definitions,,missing
scripts/lib/.gitkeep,lib,support,Directory retention placeholder,,present
scripts/lib/assetPathMapTools.mjs,lib,helper,Shared asset path mapping helper,,present
scripts/lib/cdnAssetResolver.ts,lib,helper,Shared CDN asset resolver,,present
scripts/lib/exportMarketingCopy.ts,lib,helper,Marketing copy export helper,,present
scripts/lib/r2Catalog.ts,lib,helper,Shared R2 catalog helper,,present
scripts/lib/recoveryClassify.mjs,lib,helper,Recovery classification helper,,present
scripts/lib/repoRoot.mjs,lib,helper,Shared repository root resolver,,present
scripts/lib/repoRoot.ts,lib,helper,Shared TypeScript repository root resolver,,present
scripts/lib/resolvePgDump.ts,lib,helper,Shared pg_dump executable resolver,,present
scripts/lib/scriptEnv.mjs,lib,helper,Shared script environment helper,,present
scripts/lib/siteUiRouteSources.mjs,lib,helper,Shared site UI route source helper,,present
scripts/lib/vitest-excludes.mjs,lib,helper,Shared Vitest exclude pattern helper,,present
